Label,Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11
C,0.5348101265822784,0.3551554828150571,0.3535004321521175,0.4220724515585508,0.5665680473372778,0.5621468926553668,0.1657903050107004,0.1411305053282915,0.8390172285947699,0.0055258735324871,0.0005188068234785,0.9939412034568617
C,0.5938818565400843,0.4345335515548281,0.4485738980121003,0.509688289806234,0.6819526627218933,0.6723163841807906,0.1670275394997346,0.1416188380886902,0.8355335671377172,0.0063349113640865,0.001831082673599,0.9960319753340496
CH,0.3987341772151898,0.5433715220949265,0.4088159031979259,0.4490311710193764,0.61094674556213,0.6129943502824853,0.186885274283387,0.1577951185974561,0.0045837902908493,0.0012364525351891,0.9997253916631634,0.997222492681872
CH,0.4145569620253164,0.5679214402618658,0.4312878133102851,0.4734625105307499,0.6168639053254439,0.508474576271186,0.1844107774352832,0.1645708903403231,0.0046449085593936,0.0019386355416708,0.0014953842054255,0.9974206190450764
CH,0.3744725738396623,0.5384615384615383,0.4226447709593777,0.4608256107834878,0.6183431952662719,0.5903954802259888,0.1892978996525266,0.1582224544517016,0.0077618879396532,0.0109754229848396,0.0055542845056698,0.9963220182564316
CH,0.3797468354430378,0.5466448445171848,0.4425237683664651,0.4743049705139006,0.6301775147928992,0.6073446327683616,0.1873182910260294,0.156818480577518,0.0103899266784532,0.0122271426410945,0.0020294499302595,0.9927812516634072
CH,0.3765822784810126,0.5270049099836331,0.4278305963699225,0.4608256107834878,0.6420118343195265,0.5451977401129939,0.1920816702853445,0.1565132485390168,0.0072729472981936,0.0053121669615021,0.0009002822155813,0.9951315009086096
CH,0.3818565400843881,0.5302782324058919,0.4304235090751946,0.464195450716091,0.6449704142011834,0.7062146892655363,0.1860191850580311,0.1612745823306978,0.0050116126637647,0.9980002468600236,0.000198367300633,0.9971002304644008
CH,0.3913502109704641,0.5302782324058919,0.4312878133102851,0.4650379106992417,0.6508875739644968,0.5254237288135588,0.1836684311678556,0.1649981711928498,0.9973718346026268,0.0128530002697574,0.9970094294654523,0.9891644010285748
CH,0.4398734177215189,0.613747954173486,0.5306828003457218,0.5442291491154172,0.6390532544378695,0.4604519774011297,0.1861429280159594,0.1687217600550017,0.9919323995659464,0.0107311878463415,0.0030518044559984,0.991926735517556
CH,0.4345991561181432,0.6088379705400979,0.5272255834053587,0.540859309182814,0.6434911242603549,0.536723163841808,0.1844726489142473,0.1664631969749054,0.9855763419407012,0.0058464366881614,0.001831082673599,0.996077713717564
CH,0.4377637130801686,0.6080196399345335,0.5263612791702679,0.5374894692502108,0.6494082840236683,0.471751412429378,0.1839777606926408,0.1648760673771055,0.9858208480562451,0.0036025033962997,0.9998016839713156,0.994124376886994
CH,0.4377637130801686,0.6055646481178396,0.5246326707000866,0.5374894692502108,0.6508875739644968,0.638418079096045,0.1862047994949235,0.1642656583018219,0.9830093030722138,0.0040451852209553,0.998764152552956,0.994124376886994
CH,0.4367088607594935,0.607201309328969,0.5272255834053587,0.5391743892165122,0.6538461538461537,0.6242937853107344,0.1900402180499187,0.1620070952217256,0.9852095827673852,0.0048389565693336,0.9998322448670888,0.9938648995189796
CH,0.4462025316455695,0.6055646481178396,0.5263612791702679,0.5374894692502108,0.6582840236686391,0.5141242937853105,0.1852149951816749,0.1647539910622207,0.9871653563470124,0.0009158906991935,0.9986726897281972,0.9960319753340496
CH,0.4462025316455695,0.599836333878887,0.5220397579948144,0.5391743892165122,0.6553254437869822,0.5903954802259888,0.1865141011496732,0.1666463251976624,0.9795867681440472,0.0049458109545583,0.0015716793717911,0.9957878906912564
CH,0.4440928270042192,0.5851063829787235,0.4995678478824548,0.5231676495366469,0.6538461538461537,0.5621468926553668,0.1856480119243173,0.1643877621175662,0.9764698658603104,0.0090673171324087,0.0004272527557573,0.9967798418837251
CH,0.4493670886075949,0.5826513911620292,0.5064822817631809,0.5256950294860994,0.6582840236686391,0.5819209039548019,0.1906588492294535,0.1620070952217256,0.9759197271003364,0.0050526631403185,0.0010223545257388,0.9945516349599196
CH,0.481012658227848,0.6243862520458263,0.5479688850475366,0.5636057287278853,0.6508875739644968,0.5254237288135588,0.1878132071176715,0.1649371192849776,0.9772642353911036,0.0067317981380079,0.0010223545257388,0.995604717261124
CH,0.4799578059071729,0.6186579378068737,0.5471045808124462,0.5593934288121314,0.6553254437869822,0.5028248587570623,0.1876894641597432,0.1644487865245789,0.9776921210933056,0.0056937872522025,0.0006103608911996,0.9962608871476962
CH,0.4767932489451476,0.621112929623568,0.5479688850475366,0.5627632687447346,0.6553254437869822,0.6073446327683616,0.1880606372934569,0.1623122997593674,0.9788532497974152,0.005480078481753,0.0016632334395122,0.996764449158504
CH,0.4261603375527425,0.5270049099836331,0.4528954191875542,0.4802021903959563,0.554733727810651,0.5169491525423728,0.1880606372934569,0.1629837607425232,0.9774476149777616,0.0069302404252363,0.0013885710164861,0.9952689359552274
CH,0.4725738396624472,0.6202945990180031,0.5479688850475366,0.5610783487784332,0.6508875739644968,0.6045197740112993,0.1891741845646339,0.1648760673771055,0.9814202886659024,0.0009006259755441,0.0001220722002261,0.9926897748963782
CH,0.4778481012658226,0.6219312602291325,0.5514261019878997,0.5678180286436396,0.6582840236686391,0.6807909604519775,0.1902876760957397,0.1607862220694396,0.9798924007884772,0.0091589072338769,0.0024414440045238,0.9958182363495496
CH,0.4324894514767932,0.5376432078559739,0.463267070008643,0.4903117101937659,0.5517751479289941,0.5677966101694913,0.1866996877165301,0.1640214781711928,0.9845371909496392,0.0046252477988841,0.998153594225178,0.9921859929894958
CH,0.4156118143459915,0.4779050736497545,0.4019014693171998,0.4397641112047179,0.4911242603550296,0.5536723163841808,0.1904113911836325,0.1573068133379168,0.9819704274258764,0.0090673171324087,0.0007019151787834,0.9947805467735662
CH,0.4936708860759493,0.6301145662847789,0.5669835782195332,0.5779275484414492,0.6582840236686391,0.5112994350282483,0.1901020895288828,0.159138068064627,0.979342262028503,0.0060143504078768,0.0015411613492173,0.9940175073947438
CH,0.4440928270042192,0.5360065466448445,0.4624027657735525,0.492839090143218,0.5369822485207099,0.4265536723163841,0.1897927600040976,0.1593212237882433,0.9819093008969904,0.0096779126767796,0.0010070956243832,0.993025556202275
CH,0.4440928270042192,0.5360065466448445,0.4649956784788247,0.4953664700926705,0.5384615384615383,0.6327683615819204,0.1891123130856697,0.1623122997593674,0.9790977559129592,0.0060754075429029,0.9998474153836951,0.9946585044521696
CH,0.4978902953586497,0.6260229132569557,0.564390665514261,0.5779275484414492,0.6449704142011834,0.5621468926553668,0.1899783744409901,0.1598705809556548,0.979220008970731,0.0123187305430982,0.0010528725483125,0.9931170329693038
CH,0.4377637130801686,0.5343698854337151,0.4710458081244599,0.4962089300758212,0.5384615384615383,0.5112994350282483,0.1889267265188128,0.1609693502921966,0.9806256437903844,0.0036482984470338,0.9997713429381024,0.9940023345655972
CH,0.4883966244725737,0.6260229132569557,0.5635263612791706,0.5779275484414492,0.6508875739644968,0.5197740112994351,0.1883699668182422,0.1614577105534548,0.9771419823333316,0.0090825836156298,0.0015869384930092,0.9965661028992252
CH,0.5137130801687761,0.6219312602291325,0.5574762316335349,0.5686604886267903,0.6390532544378695,0.5706214689265536,0.1899165029620259,0.15974850464077,0.9808090233770425,0.0083804001692552,0.0012359809036175,0.9953298471678884
CH,0.4546413502109703,0.5343698854337151,0.466724286949006,0.4919966301600673,0.526627218934911,0.6073446327683616,0.1920197988063804,0.1613966586455827,0.974697471867341,0.0063043805971089,9.1554133679954e-05,0.9953146743387415
CH,0.4978902953586497,0.6178396072013093,0.5592048401037166,0.5678180286436396,0.6420118343195265,0.6158192090395476,0.1911537374510601,0.1629227088346511,0.9717025472966516,0.0036788270145469,0.0007324332013571,0.9957267595825208
CH,0.4525316455696202,0.5752864157119477,0.5185825410544513,0.5307497893850044,0.6420118343195265,0.471751412429378,0.1912156089300242,0.1600537091784118,0.9728639513454858,0.00631964708033,0.0012512400248356,0.9966272340079608
CH,0.4419831223628692,0.5482815057283141,0.4909248055315474,0.5147430497051391,0.6434911242603549,0.6497175141242932,0.1904113911836325,0.1620681196287384,0.9719470534121956,0.0046557785658616,0.0007019151787834,0.9957267595825208
D,0.3301687763713079,0.1047463175122747,0.031114952463267,0.0294860994102781,0.304733727810651,0.536723163841808,0.2184349349089884,0.0879624063251976,0.8674366590111655,0.0061517333606146,0.9994659538429336,0.9976495308587228
D,0.3270042194092826,0.1047463175122747,0.0328435609334487,0.0294860994102781,0.3032544378698225,0.5903954802259888,0.2152799632724212,0.0886338673083533,0.8675589120689374,0.0051900482925209,0.0007782101252864,0.9933611176120972
D,0.3270042194092826,0.1047463175122747,0.0337078651685391,0.0311710193765797,0.306213017751479,0.5593220338983045,0.2142283153502439,0.0877182261945685,0.8675589120689374,0.0039383308357305,0.0005951019898441,0.996352363914725
D,0.3301687763713079,0.106382978723404,0.0354364736387209,0.0303285593934288,0.3076923076923075,0.5028248587570623,0.215218091793457,0.0875350979718116,0.8705535612949021,0.005037398856562,0.0008239872690783,0.9970087536973716
D,0.3322784810126582,0.1055646481178396,0.0363007778738118,0.0311710193765797,0.3076923076923075,0.6892655367231635,0.213795270737566,0.0883286627707116,0.8685366611863888,0.0041215088392024,0.0012970169487649,0.9967798418837251
D,0.3333333333333332,0.1080196399345334,0.0388936905790839,0.0345408593091829,0.3106508875739644,0.5819209039548019,0.2155273934482066,0.0874740460639395,0.8695758121774508,0.0072813321484237,0.0006713971562097,0.9962151487641818
D,0.3301687763713079,0.1072013093289689,0.0388936905790839,0.0353833192923336,0.3106508875739644,0.4887005649717508,0.214537589134958,0.0864973805431419,0.8667642671934195,0.0051137224748092,0.0009460593593732,0.9939563762860084
D,0.3301687763713079,0.1055646481178396,0.0388936905790839,0.0353833192923336,0.3091715976331359,0.593220338983051,0.2159604380608846,0.0875961498796837,0.8706758143526742,0.0041978324574496,0.0010833907907488,0.993910637902494
D,0.3196202531645569,0.1022913256955808,0.0337078651685391,0.033698399326032,0.2943786982248522,0.4265536723163841,0.2154036783603139,0.0892443038844963,0.8676200385978234,0.0038162121667492,0.9997713429381024,0.9932390752907004
D,0.3343881856540083,0.113747954173486,0.042350907519447,0.0412805391743893,0.3121301775147929,0.5141242937853105,0.2149087622686718,0.0868025850807837,0.8704313082371302,0.0041520374067155,0.0025940330180797,0.9985653980093842
D,0.3322784810126582,0.1104746317512272,0.042350907519447,0.0404380791912384,0.3091715976331359,0.6073446327683616,0.2160223095398487,0.0915639188724647,0.8698203182929948,0.0060296146916333,0.0009002822155813,0.9934985526587148
D,0.3322784810126582,0.1121112929623566,0.0440795159896283,0.0404380791912384,0.3091715976331359,0.4576271186440674,0.213795270737566,0.0903430732210381,0.8661532772492841,0.0065944129858056,0.0004425116571129,0.9925980782332748
D,0.3407172995780589,0.1153846153846154,0.0440795159896283,0.04212299915754,0.3121301775147929,0.5790960451977396,0.214785047180779,0.0924185080783774,0.8684146834733415,0.0044573340791687,0.0007324332013571,0.9949025890949628
D,0.3364978902953586,0.1129296235679211,0.0440795159896283,0.0404380791912384,0.3106508875739644,0.6497175141242932,0.2139189858254587,0.0920522516328635,0.8700648244085388,0.0046099835151275,0.000137331211513,0.9952995015095952
D,0.3354430379746835,0.1129296235679211,0.0440795159896283,0.04212299915754,0.3121301775147929,0.4887005649717508,0.2138571143464946,0.0947991749742179,0.865175252787108,0.0054342856304834,0.0013122758501205,0.9949025890949628
D,0.3343881856540083,0.1162029459901798,0.0432152117545374,0.0429654591406909,0.3106508875739644,0.638418079096045,0.214785047180779,0.0875350979718116,0.8693924325907928,0.0077240117736147,0.0003814756119654,0.9921556473312028
E,0.9651898734177216,1.0,0.910112359550562,0.2990732940185341,0.4289940828402367,0.6553672316384178,0.1489019552967583,0.8865218288071502,0.7854783742876488,0.0059532888739216,0.9942626865094092,0.9824340418736432
E,0.9166666666666669,0.972176759410802,0.902333621434745,0.2948609941027802,0.4275147928994083,0.5649717514124291,0.1490875418636152,0.8896349260914405,0.7852338681721048,0.0058617009719179,0.0005493248460522,0.997771793076194
E,0.941983122362869,0.9590834697217674,0.9006050129645637,0.2982308340353834,0.4127218934911241,0.5423728813559316,0.1476028771987956,0.8810279821244414,0.7921403399020489,0.0065180893675584,0.9991456140937176,0.994292157591905
E,0.8829113924050633,0.8445171849427169,0.7726879861711322,0.1920808761583823,0.2899408284023668,0.5706214689265536,0.1453758383965128,0.8824929529047784,0.7911011889109868,0.0036025033962997,0.0006408789137734,0.998489094071502
E,0.9546413502109704,0.9754500818330608,0.9109766637856525,0.2754844144903117,0.3786982248520707,0.508474576271186,0.1471698325861177,0.8754120316259884,0.7929958359617282,0.0073271271991578,0.0013275351912012,0.9954672822145062
E,0.9504219409282696,0.9713584288052376,0.905790838375108,0.2780117944397642,0.3846153846153846,0.6723163841807906,0.1491494133425794,0.8715663114472328,0.7940349869527902,0.0053732262959928,0.0019073780598272,0.998244789532634
E,0.9556962025316456,0.9770867430441896,0.9075194468452894,0.2813816343723674,0.3831360946745561,0.740112994350282,0.1469223745402966,0.8709557923685115,0.8013690690402115,0.0032514116731124,3.051804455998466e-05,0.9942767648666838
E,0.9451476793248944,0.9754500818330608,0.9040622299049268,0.2855939342881213,0.3890532544378695,0.5028248587570623,0.1442623189953715,0.8704676521141286,0.7931792155483861,0.0058006416374273,0.0023651494977459,0.9967492763293572
E,0.9546413502109704,0.9754500818330608,0.906655142610199,0.2872788542544231,0.3979289940828403,0.5451977401129939,0.1423445818478383,0.8719936748023376,0.7931180890195002,0.0056021993501988,0.0003051804455998,0.993986941840376
E,0.9525316455696202,0.9738134206219312,0.906655142610199,0.2898062342038752,0.3964497041420118,0.5480225988700562,0.1372100294548094,0.8685753179786869,0.7909789358532148,0.0056632586846895,0.0003356984681735,0.9965203645157108
E,0.9556962025316456,0.9770867430441896,0.9040622299049268,0.2965459140690816,0.4038461538461537,0.7062146892655363,0.1397463977818773,0.8645464420763149,0.7971518892365269,0.0060143504078768,0.0003204395668179,0.9951163280794628
E,0.9493670886075948,0.978723404255319,0.903197925669836,0.2940185341196295,0.3994082840236683,0.4745762711864403,0.140055699436627,0.8613112409762805,0.7942794930683341,0.0006258587503898,0.0006866560575652,0.9997862610154996
E,0.9493670886075948,0.9754500818330608,0.9014693171996542,0.291491154170177,0.4068047337278107,0.6553672316384178,0.1380761186801652,0.8639969749054659,0.7928735829039562,0.0050679274240751,0.0012359809036175,0.9967492763293572
E,0.9472573839662444,0.9746317512274958,0.9049265341400172,0.2965459140690816,0.4023668639053253,0.6610169491525424,0.1377049455464515,0.8623488484015126,0.7978851322384342,0.0043199511264309,0.0005645837474078,0.9963371910855784
E,0.9483122362869196,0.972176759410802,0.905790838375108,0.2973883740522327,0.4053254437869822,0.5028248587570623,0.1359109234868111,0.8592357511172224,0.7966628770054388,0.0082735479834949,4.577707783310496e-05,0.994124376886994
E,0.9377637130801688,0.9672667757774138,0.9014693171996542,0.291491154170177,0.4023668639053253,0.6073446327683616,0.1364676831873818,0.8600904778274322,0.8005744241646936,0.0084109309362327,0.0010528725483125,0.9933611176120972
E,0.8744725738396624,0.8461538461538463,0.7709593777009509,0.2181971356360572,0.3076923076923075,0.5254237288135588,0.13448810243092,0.8581370917841183,0.7966628770054388,0.0057243180191801,0.0011596857372519,0.993391683166465
E,0.9388185654008436,0.9664484451718494,0.898876404494382,0.291491154170177,0.4053254437869822,0.6327683615819204,0.1343643873430273,0.8597241663801994,0.7936682277794741,0.0040604495047118,0.999557636530252,0.9958182363495496
E,0.9367088607594936,0.9689034369885432,0.8971477960242007,0.2906486941870263,0.4023668639053253,0.5225988700564965,0.1336220132055642,0.8561837057408044,0.7970907627076409,0.0070828876617307,0.9993135890891884,0.9932850335702894
F,0.2932489451476792,0.1718494271685759,0.8245462402765775,0.8272957034540858,0.2189349112426035,0.4265536723163841,0.0870398964046252,0.8837747679614989,0.7518028884212311,0.0075866288208768,0.9994813442220998,0.9961691904845928
F,0.3459915611814346,0.2463175122749588,0.9732065687121868,0.941027801179444,0.3254437869822486,0.5169491525423728,0.0860501199614121,0.8833476796149881,0.7541865477030605,0.0014806900930981,0.9998168544879223,0.9969324497594896
F,0.3481012658227846,0.2504091653027824,0.969749351771824,0.9435551811288964,0.3254437869822486,0.5621468926553668,0.0942777725120442,0.8863386730835339,0.7522919006523191,0.995710604296544,0.0042725275575732,0.9983059206413696
F,0.3470464135021096,0.2536824877250407,0.9714779602420052,0.9452401010951978,0.3269230769230766,0.5225988700564965,0.0984843920707886,0.8870102440701273,0.7542476742319466,0.0056937872522025,0.9990081999940196,0.9966577995623286
F,0.3554852320675103,0.257774140752864,0.969749351771824,0.9477674810446504,0.3284023668639051,0.6271186440677967,0.0962573532685059,0.8896349260914405,0.7527197863545212,0.0028087320479214,0.000717174080139,0.994505896576405
F,0.3554852320675103,0.257774140752864,0.9714779602420052,0.9443976411120472,0.3254437869822486,0.638418079096045,0.1007114308730714,0.8910388449639052,0.7536975354719725,0.0064417635498467,0.0012359809036175,0.9964746261321964
F,0.3586497890295357,0.2610474631751227,0.972342264477096,0.9435551811288964,0.3269230769230766,0.5338983050847457,0.0968141129690766,0.8913441045032658,0.7521696475945472,0.0058617009719179,0.999404832051388,0.994124376886994
F,0.361814345991561,0.2651391162029459,0.972342264477096,0.93681550126369,0.331360946745562,0.6073446327683616,0.0968759844480407,0.8895128222756961,0.7507028862460079,0.0068233860400116,0.0008392463902964,0.9978175314597084
F,0.361814345991561,0.2651391162029459,0.9714779602420052,0.9435551811288964,0.3269230769230766,0.5451977401129939,0.0931642531109028,0.8848126503953249,0.7567533112268231,0.0056479944009329,0.9996033679426316,0.9959251058417996
F,0.3649789029535863,0.2700490998363336,0.9732065687121868,0.9469250210614996,0.3298816568047336,0.5621468926553668,0.0958243086558279,0.8829203162598832,0.7563865520535072,0.0032208831055994,0.001892118938609,0.9903546984803224
